RDKIT_SMILES,SMILES,MHFP
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 291378977  99703927 151237944]
O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,[O-][N+](=O)C1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[  7060930   8492060 107816900 ...  54552999  72176439 151237944]
CN(C)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CN(C)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 252899431  37515159 107724166]
C=C(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)=C,[250618452 174008208 107816900 ...  65874932 240371511 151237944]
COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,COC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  58856270  97181807 ... 291378977  52222487 108474474]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]c1ccccc1,F[B-](F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]C1=CC=CC=C1,[ 64806077  21928620  97181807 ... 110967182 227926647 151237944]
O=C(CC(O)(CC(=O)OC(F)(F)F)C(=O)OC(F)(F)F)OCCOC(F)(F)F,"OC(CC(=O)OCCOC(F)(F)F)(CC(=O)OC(F)(F)F)C(=O)OC(F)(F)F |lp:0:2,4:2,5:2,8:2,10:3,11:3,12:3,15:2,16:2,18:3,19:3,20:3,22:2,23:2,25:3,26:3,27:3,Sg:n:12,11,9::ht,Sg:n:19,18,17::ht,Sg:n:26,25,24::ht|",[ 19469312 349862641  91848883 ...  13422388 147353751  98778836]
FC(F)(F)C(F)(OCCCCBr)C(F)(F)F,FC(F)(F)C(F)(OCCCCBr)C(F)(F)F,[   853465 138756634 232751249 ... 182736775 426865751 213081024]
Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,NC1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[177832702  79512453 107816900 ...  13850487  69311799 151237944]
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2nc1-c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C1=C(N=C2C=CC=CC2=N1)C1=CC=CC=C1,[ 25773932 227868861 107816900 ...  77242120 180159479 117505654]
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[191442385 107055568  17313015 ...  88808901  53184391 151237944]
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(=O)O,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O,[250618452 634028201  87855067 ...  37687752 281920279 151237944]
NC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)F,NC(C(O)=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452 119138944 107816900 ...  34556110 199861575 151237944]
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)OC(F)(F)F,[Cu++].CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)OC(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)OC(F)(F)F,[187337487 196979755  97911195 ... 611624164  98940775  70269816]
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,[  1426846 154242801  18439196 ...  15279529  43796935  22160906]
O=C(Nc1cccc(C(F)(F)F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C1=CC=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,[ 95088122   8492060  97181807 ...  54552999  41072135 151237944]
FC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[116535653 160021305 107816900 ...  96200160 281920279 106103048]
COC/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F,COC\C=C(/F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  65982239 107816900 ...  57654342 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C(Cl)Cl,[111000236  33988699  97181807 ... 315475182 170055831 151237944]
O=S(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  17313015 ... 120302872 156186023  31610692]
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[985376801 505728944  43438459 ... 611624164 503919095 261466434]
C=C(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 107222071  22160906]
CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 166016711 151237944]
FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)C1(F)F,FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)C1(F)F,[111000236  58869667 107816900 ... 285534043  69000183 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,[250618452 104111782  97181807 ...  16631887  43796935  24985098]
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ...  65408281  23638503  71007262]
CCCCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,CCCCC(OC1=C(C=C(C=C1)C(C)(C)CC)C(C)(C)CC)C(=O)NC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(O)=C1,[ 54297102   8492060  66871572 ...  54552999 100272231 146302344]
O=C(Oc1ccc(-c2ccc(O)cc2)cc1)C(F)(C(F)(F)F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,OC1=CC=C(C=C1)C1=CC=C(OC(=O)C(F)(C(F)(F)F)C(F)(F)N2C(F)(F)C(F)(F)OC(F)(F)C2(F)F)C=C1,[ 54297102  24501632  62348548 ... 110403402  18477239 115885840]
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,[  1426846  73299756 107816900 ... 207038152  47326567  22160906]
CC(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F,CC(F)(F)OCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  73299756 107816900 ... 490793965 101296679  46460802]
Oc1ccc(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,OC1=CC=C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[ 54297102  36123943  22645447 ...  53086222  18477239 151237944]
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 215423514  87855067 ...  37687752  53184391 151237944]
CNc1nnc(C(F)(F)C(F)(F)C(F)(F)F)o1,CNC1=NN=C(O1)C(F)(F)C(F)(F)C(F)(F)F,[101543770 163273666 107816900 ...  59739080  83654695 107724166]
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C1=CC=C([I+]C2=CC=C(C=C2)C(C)(C)C)C=C1,[191442385 107055568  17313015 ... 253630925 104129879  29302852]
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,CC(O)=O.OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,[ 54297102  36123943  97965370 ... 110403402  18477239 107724166]
CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   1815513  97181807 ... 194511214 166016711 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#CI(F)(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C[I](F)(F)(F)F,[109264537  95307558  97181807 ...  78481900 281920279 151237944]
CCN(CCOP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  55416695 151237944]
FC(F)(F)C(F)(F)C(F)(F)CSCc1ccccc1,FC(F)(F)C(F)(F)C(F)(F)CSCC1=CC=CC=C1,[242542632  49018156   1092040 ... 215679073  83873703  29516144]
OCCCC/C(I)=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC\C(I)=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[191452432  11431578  97181807 ... 200578621  14046279  10360726]
Nc1nc(N)nc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,NC1=NC(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NC(N)=N1,[ 35941647 104111782  84518597 ...  83757991 193528679  46460802]
FC(OC(F)(F)C(F)(F)C(CI)C(F)(F)F)C(F)(F)F,FC(OC(F)(F)C(F)(F)C(CI)C(F)(F)F)C(F)(F)F,[116535653 160021305  12884121 ...  96200160 101296679 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,[137727442  49018156  97181807 ... 171882282  26744695 151237944]
FC(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)F)n1,FC(F)(F)C(F)(F)C(F)(F)C1=NC(=NC(=N1)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[ 13458306 101484161  71827340 ... 101568072  61736103 107724166]
CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C,CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C,[250618452   8492060 107816900 ... 169482007 200622407 151237944]
O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OCC[NH2+]CCO.[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908]
O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,[359993930  71013085  17313015 ... 253630925 101031895  36136210]
C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[K+].C[N+](C)([O-])CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 136323818  90036311 151237944]
O=C(O)c1ccc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,OC(=O)C1=CC=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[196802390  12005311  97181807 ... 171882282  43796935 151237944]
CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
O=C(c1c(F)c(F)c(F)c(F)c1F)C(F)(F)C(F)(F)C(F)(F)F,FC1=C(F)C(F)=C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)=C1F,[152075867 190309893 107816900 ... 310776138  48191319 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 104111782  97181807 ...  52063218  43796935 145874996]
O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)F,[ 35941647 104111782  17313015 ...  25029786 117586279  46460802]
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279 151237944]
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2F)c1,CC1=CC(=CC(C)=C1NC(=O)C1=CC=CC(NC(=O)C2=CC=C(Cl)C=C2F)=C1)C(F)(C(F)(F)F)C(F)(F)F,[ 95088122  66796534  48865350 ...  25560912   2232375 107766604]
CCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944]
COc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N,COC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,[220695665  79512453 232751249 ... 570392160  42235639 261466434]
CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,[199289006  71278405  14316170 ...  96147097   9684535  99487042]
CCCCN(CCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,CCCCN(CCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,[201685148   8492060  12560177 ... 194511214 281920279 151237944]
CCC(C)=NO[Si](C)(OCCNS(=O)(=O)C(F)(F)C(F)(F)F)ON=C(C)CC,"CCC(C)=NO[Si](C)(OCCNS(=O)(=O)C(F)(F)C(F)(F)F)ON=C(C)CC |lp:4:1,5:2,8:2,11:1,13:2,14:2,16:3,17:3,19:3,20:3,21:3,22:2,23:1,Sg:n:17,16,15:3-7:ht|",[390780947  33988699  14707413 ... 193821482  85736199 178254488]
C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[I-].C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589 104111782  97181807 ... 171882282  43796935 151237944]
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(N(C)C(=O)c2ccc(F)cc2[N+](=O)[O-])c1F,CN(C(=O)C1=CC=C(F)C=C1[N+]([O-])=O)C1=CC=CC(C(=O)NC2=C(C)C=C(C=C2C)C(F)(C(F)(F)F)C(F)(F)F)=C1F,[  7060930 288443460  43917465 ... 144813810  72176439 107766604]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944]
CC(O)C(F)(F)C(F)(F)C(F)(F)F,CC(O)C(F)(F)C(F)(F)C(F)(F)F,[ 95360230 541103106 107816900 ... 611624164 281920279 151237944]
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
O=C(O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,OC(=O)C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[ 26313020 266491051  92943922 ...  37687752 281920279  73407762]
CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  14316170 ... 136323818 138388023 151237944]
O=CC(F)(F)C(F)(F)C(F)(F)F,O.FC(F)(F)C(F)(F)C(F)(F)C=O,[250618452 458475105 107816900 ... 300159690 281920279  32294316]
CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cnc[nH]1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CN=CN1,[ 29778410  30940009    491324 ...  28132466  63876583 151237944]
COC(=O)c1ccc(Cl)c(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1Cl,COC(=O)C1=CC=C(Cl)C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1Cl,[  8669228 107055568  17313015 ...  25560912  98535143  24910004]
CC(C)(C)C1CC(C(F)(F)C(F)(F)C(F)(F)F)C(=O)O[Y](OC(=O)C(CC(C(=O)O[Y]2OC(=O)C(C(C)(C)C)CC(C(F)(F)C(F)(F)C(F)(F)F)C(=O)O2)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C)OC1=O,CC(C)(C)C(CC(C(=O)O[Y]1OC(=O)C(CC(C(=O)O1)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O[Y]1OC(=O)C(CC(C(=O)O1)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)C,[236532677 142092080 107816900 ... 291378977 231716311    448096]
O=S(=O)(O)OC(COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[Na+].[O-]S(=O)(=O)OC(COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[ 35941647 349083580  17313015 ...  25029786 240371511  46460802]
CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)CC(C)C,CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)CC(C)C,[ 52793636  34348060  17313015 ... 120323531 103589479  11852866]
O=C1Nc2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2CN1NCc1cccnc1,FC(F)(F)C(F)(C1=CC2=C(NC(=O)N(C2)NCC2=CN=CC=C2)C=C1)C(F)(F)F,[220695665  15928446  24113039 ...  17799215  27343511  44754402]
O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  49018156  17313015 ... 162477053  43796935 101347708]
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C=C,[ 14630029 217338028 102230905 ...  31235737 101296679 151237944]
O=C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C(=O)C(=O)C1=CC=CC=C1,[250618452 111791931   2919122 ... 215679073 124409255  29516144]
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ...  37687752 281920279  94905938]
COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  40010548  97181807 ...   8587256  43796935 151237944]
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[250618452 215423514 107816900 ...  88808901  43796935  24985098]
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[ 79523974 411855570 107816900 ... 244759987  68472071 136136366]
O=S(=O)(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)F,[ 35941647  73299756  17313015 ...  25029786 117586279  46460802]
COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,[   853465 152319334 107816900 ... 274242922 101296679 151237944]
C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 67657760 104111782  97181807 ... 171882282  43796935 151237944]
