Order,RDKIT_SMILES,SMILES,MHFP,First_Class,Second_Class,docking_score,range of docking_score
3147,CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,[117127740  20552307  14316170 ... 136323818  90036311 151237944],Other PFASs,Si PFASs,,18
3148,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  40941699  17313015 ... 171882282  43796935  27743636],Other PFASs,others,-8.548,6
3149,FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,[242199063  33988699 107816900 ... 192052599  25828711 151237944],"Other PFASs, cyclic","others, cyclic",-7.721,7
3150,CCCCCCOc1ccc(S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CCCCCCOC1=CC=C(C=C1)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 67706604  49018156  17313015 ... 171882282  43796935 151237944],Other PFASs,Aromatic PFASs,-7.604,7
3151,C=C(c1ccccc1)S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)C(=C)C1=CC=CC=C1,[197778395  11387946  17313015 ... 215679073  52956135  29302852],Other PFASs,Aromatic PFASs,-9.618,5
3152,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846 104111782  18439196 ...  15279529  43796935  22160906],PFAA precursors,n:2 fluorotelomer-based substances,-6.446,8
3153,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370 107816900 ... 286019159 240371511  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,-8.116,6
3154,OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[250618452  21086568  92943922 ... 377360624 128847015 151237944],PFAA precursors,n:1 FTOHs,-8.106,6
3155,CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(c1ccccc1)c1ccccc1,CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(C1=CC=CC=C1)C1=CC=CC=C1,[ 19469312  22236108  14316170 ...  16631887 216353335  29516144],Other PFASs,Aromatic PFASs,-11.591,3
3156,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465   9635651  20760171 ... 291431448  23638503  71007262],PFAA precursors,PolyFEAenes,-6.942,8
3157,CC1=NN(C(=O)c2ccc(Br)cc2)C(O)(C(F)(F)OC(F)(F)F)C1,CC1=NN(C(=O)C2=CC=C(Br)C=C2)C(O)(C1)C(F)(F)OC(F)(F)F,[231382269 139660554  22777914 ...  13852800  23618167  70269816],Other PFASs,Aromatic PFASs,-8.42,6
3158,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Polyfluoroalkanes,-6.977,8
3159,CCc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N,CCC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,[220695665  34348060 232751249 ... 340457337 111393351  11852866],Other PFASs,Aromatic PFASs,-9.665,5
3160,CC(=O)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)=O)OC(C)=O,CC(=O)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)=O)OC(C)=O,[217622923 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,,18
3161,CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,[250618452  81323976  51466525 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,,18
3162,N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C#N)C(F)(F)F,[   853465   9635651  20760171 ... 146660132  69108455 151237944],Other PFASs,Polyfluoroalkyl ethers and derivatives,-7.048,7
3163,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651  36163133 ... 291431448  23638503  71007262],PFAA precursors,PolyFEACs,-9.943,5
3164,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,-9.89,5
3165,F/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F\C=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  53343664 281920279 126919016],PFAA precursors,PolyFAenes,,18
3166,FC(F)(F)C(F)(F)C(F)(F)Cc1ccccc1,FC(F)(F)C(F)(F)C(F)(F)CC1=CC=CC=C1,[176512864 312252844 107816900 ... 215679073 281920279  29516144],Other PFASs,Aromatic PFASs,-8.827,6
3167,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)N1N=C(C=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174106812  99017345  13868950 ...  43761913  68309703 107724166],Other PFASs,Aromatic PFASs,-8.875,6
3168,C=CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(=O)(=O)C=C,[250618452  49018156  17313015 ... 171882282  43796935 151237944],Other PFASs,others,-9.06,5
3169,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,-7.217,7
3170,F/C(OC(F)(F)F)=C(\F)C(F)(F)F,F\C(OC(F)(F)F)=C(/F)C(F)(F)F,[ 40939547  42639853 232751249 ...  65874932 427649447 201568010],Other PFASs,others,-5.161,9
3171,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,[250618452   8492060  32228994 ... 194511214 168362439 151237944],Other PFASs,Amide derivatives,-7.152,7
3172,Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 54297102  36123943  97965370 ... 110403402  18477239 107724166],Other PFASs,Aromatic PFASs,-9.614,5
3173,CN(S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Sn](C)(C)C,CN(S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Sn](C)(C)C,[ 76899753  42061304  17313015 ... 253630925  53321063  14154982],Other PFASs,"(Hg,Sn,Ge,Sb,Se,B) PFASs",,18
3174,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC=C1,[ 83248298 104111782  82667786 ...  21131108 281920279 151237944],Other PFASs,Aromatic PFASs,,18
3175,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[250618452  58869667  92943922 ...  88808901  69000183 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",-7.607,7
3176,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,[  9757136   8492060  97181807 ...   3633108 166016711 151237944],Other PFASs,Amide derivatives,-10.593,4
3177,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,-9.061,5
3178,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ... 274242922  99703927 151237944],PFAAs,PFCA-ester derivatives,-7.201,7
3179,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)(=O)C(C)C,CC(C)S(=O)(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 52793636 191941852  17313015 ...  63751395 266170263 233420030],Other PFASs,Aromatic PFASs,-7.731,7
3180,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[250618452 104111782  97181807 ... 508543355 281920279 151237944],Other PFASs,Si PFASs,,18
3181,CCOC(=O)Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)nn1C,CCOC(=O)CC1=CC(=NN1C)C(F)(F)C(F)(F)C(F)(F)F,[19469312 85189395 14316170 ... 99595631 62125495 93860188],Other PFASs,Aromatic PFASs,-8.862,6
3182,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 171882282  43796935  10360726],PFAA precursors,PolyFACs,-9.567,5
3183,FC(F)(F)C(F)(c1cccc(Br)c1)C(F)(F)F,FC(F)(F)C(F)(C1=CC(Br)=CC=C1)C(F)(F)F,[189801595 220993874  84382633 ... 142529137  94767431 261466434],Other PFASs,Aromatic PFASs,-8.72,6
3184,C=CC(=O)OCCCC(F)(F)C(F)(F)F,"FC(F)(F)C(F)(F)CCCOC(=O)C=C |lp:0:3,2:3,3:3,5:3,6:3,10:2,12:2,Sg:n:6,5,4:5-11:ht|",[ 19469312  85244370 107816900 ...  16631887 281920279 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,,18
3185,FC(=C(F)C(F)(F)F)C(F)(F)F,FC(=C(F)C(F)(F)F)C(F)(F)F,[ 49148242 553637518 182192126 ...  65874932 427649447 201568010],PFAA precursors,PFAenes,-5.869,9
3186,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944],PFAA precursors,HFCs,-10.156,4
3187,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 104111782  97181807 ...  52063218  43796935 145874996],"Other PFASs, cyclic","others, cyclic",-9.311,5
3188,O=C1CCC(=O)N1C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)N1C(=O)CCC1=O,[250618452 104111782  97181807 ...  16631887  43796935  13004262],"Other PFASs, cyclic","others, cyclic",-8.696,6
3189,O=C(/C=C/C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)\C=C\C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312   2252639  97181807 ... 291378977  48749239  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,-8.613,6
3190,CNC(=O)C(O)(NC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CNC(=O)C(O)(NC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 48517397  15469283  97181807 ... 194511214 281920279 130467758],Other PFASs,others,-7.433,7
3191,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,[198202562 196028059 144793530 ... 145799486 101296679  70269816],Other PFASs,Perfluoroalkylethers,-5.955,9
3192,COc1ccc(OC)c(C(F)(F)C(F)(F)C(F)(F)F)c1,COC1=CC=C(OC)C(=C1)C(F)(F)C(F)(F)C(F)(F)F,[250618452 292106323 107816900 ... 176223008 281920279  68429886],Other PFASs,Aromatic PFASs,-8.694,6
3193,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,[104828107 104111782  97181807 ... 203154325  14046279 151237944],PFAA precursors,HFOs,-8.671,6
3194,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 171882282  43796935  10360726],PFAA precursors,PolyFACs,-10.314,4
3195,Nc1cc(C(F)(F)C(F)(F)C(F)(F)F)ccc1O,NC1=C(O)C=CC(=C1)C(F)(F)C(F)(F)C(F)(F)F,[ 53424768  36123943  14443456 ... 176223008 181821367 107724166],Other PFASs,Aromatic PFASs,-10.202,4
3196,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,[ 61332433  71013085  13956772 ... 242954790 101031895 151237944],Other PFASs,Polyfluoroalkyl ethers and derivatives,-8.679,6
3197,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OP(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[124553696  71278405  42493806 ...  31057643 126736119  49392212],PFAAs,PFPAs,-6.128,8
3198,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,-7.707,7
3199,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,[156871382 101247092  20760171 ... 191610379 101296679 151237944],PFAA precursors,PolyFEAenes,-7.464,7
3200,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 330153186  14046279 151237944],PFAA precursors,PolyFAenes,-8.94,6
3201,FC(=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  23369673  62348548 ...   5693850 281920279 151237944],Other PFASs,others,-7.11,7
3202,C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCOC(=O)C=C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 171882282  31798551  27743636],Polyfluoroalkyl acids,PolyFCA derivatives,-4.531,10
3203,O=C(Nc1ccccn1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=N1,[250618452   8492060 107816900 ...  17799215 100272231 151237944],Other PFASs,Aromatic PFASs,-8.261,6
3204,OC(C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(C(F)(F)F)C(F)(F)F,OC(C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(C(F)(F)F)C(F)(F)F,[ 95360230 429712812 107816900 ... 286019159 240371511 151237944],PFAA precursors,PolyFACs,-7.51,7
3205,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,[250618452  33988699  97181807 ... 171882282  43796935 151237944],"Other PFASs, cyclic","Si PFASs, cyclic",,18
3206,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 215423514  63064138 ...  53870161  53184391 151237944],PFAA precursors,PFAIs,-9.072,5
3207,CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,,18
3208,O=C(c1ccc(Br)cc1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)C1=CC=C(Br)C=C1)C(F)(F)F,[   853465   9635651  84382633 ... 252538235  23638503  71007262],Other PFASs,Aromatic PFASs,-10.155,4
3209,O=C(NC1CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1CCCCC1,[ 39844693   8492060  97181807 ... 194511214 281920279 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",-9.678,5
3210,CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 87672194 245019154 107816900 ...  86620554 101296679 131239018],PFAA precursors,HFEs,-6.701,8
3211,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370  97181807 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,-8.625,6
3212,Fc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,FC1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,[343908383 267118603 232751249 ... 447871230 416718343 169374042],Other PFASs,Aromatic PFASs,-8.624,6
3213,CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  57671543 ...  16631887 124409255 151237944],PFAA precursors,PFAK derivatives,-7.723,7
3214,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,-6.807,8
3215,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,,18
3216,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl,[H]N([H])[H].OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)Cl,[111000236 278615587  87855067 ...  18657906 281920279 119039140],Polyfluoroalkyl acids,PolyFCAs,-9.887,5
3217,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ...   1243262 138388023  10360726],PFAA precursors,PASF-based substances,-9.577,5
3218,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,,18
3219,Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(N)c1,NC1=CC(N)=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[ 61332433  79512453  97181807 ...  13850487  69311799 151237944],Other PFASs,Aromatic PFASs,-10.465,4
3220,C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC=C,[118684057  33988699  17313015 ... 136323818  90036311  45422808],PFAA precursors,PASF-based substances,-7.854,7
